NM_MUNICIP,CD_GEOCMU,CONT
BOA ESPERANÇA DO IGUAÇU,4103024,3949
BOA VENTURA DE SÃO ROQUE,4103040,3950
BOA VISTA DA APARECIDA,4103057,3951
BOCAIÚVA DO SUL,4103107,3952
BOM JESUS DO SUL,4103156,3953
BOM SUCESSO,4103206,3954
BOM SUCESSO DO SUL,4103222,3955
BORRAZÓPOLIS,4103305,3956
BRAGANEY,4103354,3957
BRASILÂNDIA DO SUL,4103370,3958
CAFEARA,4103404,3959
CAFELÂNDIA,4103453,3960
CAFEZAL DO SUL,4103479,3961
CALIFÓRNIA,4103503,3962
CAMBARÁ,4103602,3963
CAMBÉ,4103701,3964
CAMBIRA,4103800,3965
CAMPINA DA LAGOA,4103909,3966
CAMPINA DO SIMÃO,4103958,3967
CAMPINA GRANDE DO SUL,4104006,3968
CAMPO BONITO,4104055,3969
CAMPO DO TENENTE,4104105,3970
CAMPO LARGO,4104204,3971
CAMPO MAGRO,4104253,3972
CAMPO MOURÃO,4104303,3973
CÂNDIDO DE ABREU,4104402,3974
CANDÓI,4104428,3975
CANTAGALO,4104451,3976
CAPANEMA,4104501,3977
CAPITÃO LEÔNIDAS MARQUES,4104600,3978
CARAMBEÍ,4104659,3979
CARLÓPOLIS,4104709,3980
CASCAVEL,4104808,3981
CASTRO,4104907,3982
CATANDUVAS,4105003,3983
CENTENÁRIO DO SUL,4105102,3984
CERRO AZUL,4105201,3985
CÉU AZUL,4105300,3986
CHOPINZINHO,4105409,3987
CIANORTE,4105508,3988
CIDADE GAÚCHA,4105607,3989
CLEVELÂNDIA,4105706,3990
COLOMBO,4105805,3991
COLORADO,4105904,3992
CONGONHINHAS,4106001,3993
CONSELHEIRO MAIRINCK,4106100,3994
CONTENDA,4106209,3995
CORBÉLIA,4106308,3996
CORNÉLIO PROCÓPIO,4106407,3997
CORONEL DOMINGOS SOARES,4106456,3998
CORONEL VIVIDA,4106506,3999
CORUMBATAÍ DO SUL,4106555,4000
CRUZEIRO DO IGUAÇU,4106571,4001
CRUZEIRO DO OESTE,4106605,4002
CRUZEIRO DO SUL,4106704,4003
CRUZ MACHADO,4106803,4004
CRUZMALTINA,4106852,4005
CURITIBA,4106902,4006
CURIÚVA,4107009,4007
DIAMANTE DO NORTE,4107108,4008
DIAMANTE DO SUL,4107124,4009
DIAMANTE D'OESTE,4107157,4010
DOIS VIZINHOS,4107207,4011
DOURADINA,4107256,4012
DOUTOR CAMARGO,4107306,4013
ENÉAS MARQUES,4107405,4014
ENGENHEIRO BELTRÃO,4107504,4015
ESPERANÇA NOVA,4107520,4016
ENTRE RIOS DO OESTE,4107538,4017
ESPIGÃO ALTO DO IGUAÇU,4107546,4018
FAROL,4107553,4019
FAXINAL,4107603,4020
FAZENDA RIO GRANDE,4107652,4021
FÊNIX,4107702,4022
FERNANDES PINHEIRO,4107736,4023
FIGUEIRA,4107751,4024
FLORAÍ,4107801,4025
FLOR DA SERRA DO SUL,4107850,4026
FLORESTA,4107900,4027
FLORESTÓPOLIS,4108007,4028
FLÓRIDA,4108106,4029
FORMOSA DO OESTE,4108205,4030
FOZ DO IGUAÇU,4108304,4031
FRANCISCO ALVES,4108320,4032
FRANCISCO BELTRÃO,4108403,4033
FOZ DO JORDÃO,4108452,4034
GENERAL CARNEIRO,4108502,4035
GODOY MOREIRA,4108551,4036
GOIOERÊ,4108601,4037
GOIOXIM,4108650,4038
GRANDES RIOS,4108700,4039
GUAÍRA,4108809,4040
GUAIRAÇÁ,4108908,4041
GUAMIRANGA,4108957,4042
GUAPIRAMA,4109005,4043
GUAPOREMA,4109104,4044
GUARACI,4109203,4045
GUARANIAÇU,4109302,4046
GUARAPUAVA,4109401,4047
GUARAQUEÇABA,4109500,4048
GUARATUBA,4109609,4049
HONÓRIO SERPA,4109658,4050
IBAITI,4109708,4051
IBEMA,4109757,4052
IBIPORÃ,4109807,4053
ICARAÍMA,4109906,4054
IGUARAÇU,4110003,4055
IGUATU,4110052,4056
IMBAÚ,4110078,4057
IMBITUVA,4110102,4058
INÁCIO MARTINS,4110201,4059
INAJÁ,4110300,4060
INDIANÓPOLIS,4110409,4061
IPIRANGA,4110508,4062
IPORÃ,4110607,4063
IRACEMA DO OESTE,4110656,4064
IRATI,4110706,4065
IRETAMA,4110805,4066
ITAGUAJÉ,4110904,4067
ITAIPULÂNDIA,4110953,4068
ITAMBARACÁ,4111001,4069
ITAMBÉ,4111100,4070
ITAPEJARA D'OESTE,4111209,4071
ITAPERUÇU,4111258,4072
ITAÚNA DO SUL,4111308,4073
IVAÍ,4111407,4074
IVAIPORÃ,4111506,4075
IVATÉ,4111555,4076
IVATUBA,4111605,4077
JABOTI,4111704,4078
JACAREZINHO,4111803,4079
JAGUAPITÃ,4111902,4080
JAGUARIAÍVA,4112009,4081
JANDAIA DO SUL,4112108,4082
JANIÓPOLIS,4112207,4083
JAPIRA,4112306,4084
JAPURÁ,4112405,4085
JARDIM ALEGRE,4112504,4086
JARDIM OLINDA,4112603,4087
JATAIZINHO,4112702,4088
JESUÍTAS,4112751,4089
JOAQUIM TÁVORA,4112801,4090
JUNDIAÍ DO SUL,4112900,4091
JURANDA,4112959,4092
JUSSARA,4113007,4093
KALORÉ,4113106,4094
LAPA,4113205,4095
LARANJAL,4113254,4096
LARANJEIRAS DO SUL,4113304,4097
LEÓPOLIS,4113403,4098
LIDIANÓPOLIS,4113429,4099
LINDOESTE,4113452,4100
LOANDA,4113502,4101
LOBATO,4113601,4102
LONDRINA,4113700,4103
LUIZIANA,4113734,4104
LUNARDELLI,4113759,4105
LUPIONÓPOLIS,4113809,4106
MALLET,4113908,4107
MAMBORÊ,4114005,4108
MANDAGUAÇU,4114104,4109
MANDAGUARI,4114203,4110
MANDIRITUBA,4114302,4111
MANFRINÓPOLIS,4114351,4112
MANGUEIRINHA,4114401,4113
MANOEL RIBAS,4114500,4114
MARECHAL CÂNDIDO RONDON,4114609,4115
MARIA HELENA,4114708,4116
MARIALVA,4114807,4117
MARILÂNDIA DO SUL,4114906,4118
MARILENA,4115002,4119
MARILUZ,4115101,4120
MARINGÁ,4115200,4121
MARIÓPOLIS,4115309,4122
MARIPÁ,4115358,4123
MARMELEIRO,4115408,4124
MARQUINHO,4115457,4125
MARUMBI,4115507,4126
MATELÂNDIA,4115606,4127
MATINHOS,4115705,4128
MATO RICO,4115739,4129
MAUÁ DA SERRA,4115754,4130
MEDIANEIRA,4115804,4131
MERCEDES,4115853,4132
MIRADOR,4115903,4133
MIRASELVA,4116000,4134
MISSAL,4116059,4135
MOREIRA SALES,4116109,4136
MORRETES,4116208,4137
MUNHOZ DE MELO,4116307,4138
NOSSA SENHORA DAS GRAÇAS,4116406,4139
NOVA ALIANÇA DO IVAÍ,4116505,4140
NOVA AMÉRICA DA COLINA,4116604,4141
NOVA AURORA,4116703,4142
NOVA CANTU,4116802,4143
NOVA ESPERANÇA,4116901,4144
NOVA ESPERANÇA DO SUDOESTE,4116950,4145
NOVA FÁTIMA,4117008,4146
NOVA LARANJEIRAS,4117057,4147
NOVA LONDRINA,4117107,4148
NOVA OLÍMPIA,4117206,4149
NOVA SANTA BÁRBARA,4117214,4150
NOVA SANTA ROSA,4117222,4151
NOVA PRATA DO IGUAÇU,4117255,4152
NOVA TEBAS,4117271,4153
NOVO ITACOLOMI,4117297,4154
ORTIGUEIRA,4117305,4155
OURIZONA,4117404,4156
OURO VERDE DO OESTE,4117453,4157
PAIÇANDU,4117503,4158
PALMAS,4117602,4159
PALMEIRA,4117701,4160
PALMITAL,4117800,4161
PALOTINA,4117909,4162
PARAÍSO DO NORTE,4118006,4163
PARANACITY,4118105,4164
PARANAGUÁ,4118204,4165
PARANAPOEMA,4118303,4166
PARANAVAÍ,4118402,4167
PATO BRAGADO,4118451,4168
PATO BRANCO,4118501,4169
PAULA FREITAS,4118600,4170
PAULO FRONTIN,4118709,4171
PEABIRU,4118808,4172
PEROBAL,4118857,4173
PÉROLA,4118907,4174
PÉROLA D'OESTE,4119004,4175
PIÊN,4119103,4176
PINHAIS,4119152,4177
PINHALÃO,4119202,4178
PINHAL DE SÃO BENTO,4119251,4179
PINHÃO,4119301,4180
PIRAÍ DO SUL,4119400,4181
PIRAQUARA,4119509,4182
PITANGA,4119608,4183
PITANGUEIRAS,4119657,4184
PLANALTINA DO PARANÁ,4119707,4185
PLANALTO,4119806,4186
PONTA GROSSA,4119905,4187
PONTAL DO PARANÁ,4119954,4188
PORECATU,4120002,4189
PORTO AMAZONAS,4120101,4190
PORTO BARREIRO,4120150,4191
PORTO RICO,4120200,4192
PORTO VITÓRIA,4120309,4193
PRADO FERREIRA,4120333,4194
PRANCHITA,4120358,4195
PRESIDENTE CASTELO BRANCO,4120408,4196
PRIMEIRO DE MAIO,4120507,4197
PRUDENTÓPOLIS,4120606,4198
QUARTO CENTENÁRIO,4120655,4199
QUATIGUÁ,4120705,4200
QUATRO BARRAS,4120804,4201
QUATRO PONTES,4120853,4202
QUEDAS DO IGUAÇU,4120903,4203
QUERÊNCIA DO NORTE,4121000,4204
QUINTA DO SOL,4121109,4205
QUITANDINHA,4121208,4206
RAMILÂNDIA,4121257,4207
RANCHO ALEGRE,4121307,4208
RANCHO ALEGRE D'OESTE,4121356,4209
REALEZA,4121406,4210
REBOUÇAS,4121505,4211
RENASCENÇA,4121604,4212
RESERVA,4121703,4213
RESERVA DO IGUAÇU,4121752,4214
RIBEIRÃO CLARO,4121802,4215
RIBEIRÃO DO PINHAL,4121901,4216
RIO AZUL,4122008,4217
RIO BOM,4122107,4218
RIO BONITO DO IGUAÇU,4122156,4219
RIO BRANCO DO IVAÍ,4122172,4220
RIO BRANCO DO SUL,4122206,4221
RIO NEGRO,4122305,4222
ROLÂNDIA,4122404,4223
RONCADOR,4122503,4224
RONDON,4122602,4225
ROSÁRIO DO IVAÍ,4122651,4226
SABÁUDIA,4122701,4227
SALGADO FILHO,4122800,4228
SALTO DO ITARARÉ,4122909,4229
SALTO DO LONTRA,4123006,4230
SANTA AMÉLIA,4123105,4231
SANTA CECÍLIA DO PAVÃO,4123204,4232
SANTA CRUZ DE MONTE CASTELO,4123303,4233
SANTA FÉ,4123402,4234
SANTA HELENA,4123501,4235
SANTA INÊS,4123600,4236
SANTA ISABEL DO IVAÍ,4123709,4237
SANTA IZABEL DO OESTE,4123808,4238
SANTA LÚCIA,4123824,4239
SANTA MARIA DO OESTE,4123857,4240
SANTA MARIANA,4123907,4241
SANTA MÔNICA,4123956,4242
SANTANA DO ITARARÉ,4124004,4243
SANTA TEREZA DO OESTE,4124020,4244
SANTA TEREZINHA DE ITAIPU,4124053,4245
SANTO ANTÔNIO DA PLATINA,4124103,4246
SANTO ANTÔNIO DO CAIUÁ,4124202,4247
SANTO ANTÔNIO DO PARAÍSO,4124301,4248
SANTO ANTÔNIO DO SUDOESTE,4124400,4249
SANTO INÁCIO,4124509,4250
SÃO CARLOS DO IVAÍ,4124608,4251
SÃO JERÔNIMO DA SERRA,4124707,4252
SÃO JOÃO,4124806,4253
SÃO JOÃO DO CAIUÁ,4124905,4254
SÃO JOÃO DO IVAÍ,4125001,4255
SÃO JOÃO DO TRIUNFO,4125100,4256
SÃO JORGE D'OESTE,4125209,4257
SÃO JORGE DO IVAÍ,4125308,4258
SÃO JORGE DO PATROCÍNIO,4125357,4259
SÃO JOSÉ DA BOA VISTA,4125407,4260
SÃO JOSÉ DAS PALMEIRAS,4125456,4261
SÃO JOSÉ DOS PINHAIS,4125506,4262
SÃO MANOEL DO PARANÁ,4125555,4263
SÃO MATEUS DO SUL,4125605,4264
SÃO MIGUEL DO IGUAÇU,4125704,4265
SÃO PEDRO DO IGUAÇU,4125753,4266
SÃO PEDRO DO IVAÍ,4125803,4267
SÃO PEDRO DO PARANÁ,4125902,4268
SÃO SEBASTIÃO DA AMOREIRA,4126009,4269
SÃO TOMÉ,4126108,4270
SAPOPEMA,4126207,4271
SARANDI,4126256,4272
SAUDADE DO IGUAÇU,4126272,4273
SENGÉS,4126306,4274
SERRANÓPOLIS DO IGUAÇU,4126355,4275
SERTANEJA,4126405,4276
SERTANÓPOLIS,4126504,4277
SIQUEIRA CAMPOS,4126603,4278
SULINA,4126652,4279
TAMARANA,4126678,4280
TAMBOARA,4126702,4281
TAPEJARA,4126801,4282
TAPIRA,4126900,4283
TEIXEIRA SOARES,4127007,4284
TELÊMACO BORBA,4127106,4285
TERRA BOA,4127205,4286
TERRA RICA,4127304,4287
TERRA ROXA,4127403,4288
TIBAGI,4127502,4289
TIJUCAS DO SUL,4127601,4290
TOLEDO,4127700,4291
TOMAZINA,4127809,4292
TRÊS BARRAS DO PARANÁ,4127858,4293
TUNAS DO PARANÁ,4127882,4294
TUNEIRAS DO OESTE,4127908,4295
TUPÃSSI,4127957,4296
TURVO,4127965,4297
UBIRATÃ,4128005,4298
UMUARAMA,4128104,4299
UNIÃO DA VITÓRIA,4128203,4300
UNIFLOR,4128302,4301
URAÍ,4128401,4302
WENCESLAU BRAZ,4128500,4303
VENTANIA,4128534,4304
VERA CRUZ DO OESTE,4128559,4305
VERÊ,4128609,4306
ALTO PARAÍSO,4128625,4307
DOUTOR ULYSSES,4128633,4308
VIRMOND,4128658,4309
VITORINO,4128708,4310
XAMBRÊ,4128807,4311
ABDON BATISTA,4200051,4312
ABELARDO LUZ,4200101,4313
AGROLÂNDIA,4200200,4314
AGRONÔMICA,4200309,4315
ÁGUA DOCE,4200408,4316
ÁGUAS DE CHAPECÓ,4200507,4317
ÁGUAS FRIAS,4200556,4318
ÁGUAS MORNAS,4200606,4319
ALFREDO WAGNER,4200705,4320
ALTO BELA VISTA,4200754,4321
ANCHIETA,4200804,4322
ANGELINA,4200903,4323
ANITA GARIBALDI,4201000,4324
ANITÁPOLIS,4201109,4325
ANTÔNIO CARLOS,4201208,4326
APIÚNA,4201257,4327
ARABUTÃ,4201273,4328
ARAQUARI,4201307,4329
ARARANGUÁ,4201406,4330
ARMAZÉM,4201505,4331
ARROIO TRINTA,4201604,4332
ARVOREDO,4201653,4333
ASCURRA,4201703,4334
ATALANTA,4201802,4335
AURORA,4201901,4336
BALNEÁRIO ARROIO DO SILVA,4201950,4337
BALNEÁRIO CAMBORIÚ,4202008,4338
BALNEÁRIO BARRA DO SUL,4202057,4339
BALNEÁRIO GAIVOTA,4202073,4340
BANDEIRANTE,4202081,4341
BARRA BONITA,4202099,4342
BARRA VELHA,4202107,4343
BELA VISTA DO TOLDO,4202131,4344
BELMONTE,4202156,4345
BENEDITO NOVO,4202206,4346
BIGUAÇU,4202305,4347
BLUMENAU,4202404,4348
BOCAINA DO SUL,4202438,4349
BOMBINHAS,4202453,4350
BOM JARDIM DA SERRA,4202503,4351
BOM JESUS,4202537,4352
BOM JESUS DO OESTE,4202578,4353
BOM RETIRO,4202602,4354
BOTUVERÁ,4202701,4355
BRAÇO DO NORTE,4202800,4356
BRAÇO DO TROMBUDO,4202859,4357
BRUNÓPOLIS,4202875,4358
BRUSQUE,4202909,4359
CAÇADOR,4203006,4360
CAIBI,4203105,4361
CALMON,4203154,4362
CAMBORIÚ,4203204,4363
CAPÃO ALTO,4203253,4364
CAMPO ALEGRE,4203303,4365
CAMPO BELO DO SUL,4203402,4366
CAMPO ERÊ,4203501,4367
CAMPOS NOVOS,4203600,4368
CANELINHA,4203709,4369
CANOINHAS,4203808,4370
CAPINZAL,4203907,4371
CAPIVARI DE BAIXO,4203956,4372
CATANDUVAS,4204004,4373
CAXAMBU DO SUL,4204103,4374
CELSO RAMOS,4204152,4375
CERRO NEGRO,4204178,4376
CHAPADÃO DO LAGEADO,4204194,4377
CHAPECÓ,4204202,4378
COCAL DO SUL,4204251,4379
CONCÓRDIA,4204301,4380
CORDILHEIRA ALTA,4204350,4381
CORONEL FREITAS,4204400,4382
CORONEL MARTINS,4204459,4383
CORUPÁ,4204509,4384
CORREIA PINTO,4204558,4385
CRICIÚMA,4204608,4386
CUNHA PORÃ,4204707,4387
CUNHATAÍ,4204756,4388
CURITIBANOS,4204806,4389
DESCANSO,4204905,4390
DIONÍSIO CERQUEIRA,4205001,4391
DONA EMMA,4205100,4392
DOUTOR PEDRINHO,4205159,4393
ENTRE RIOS,4205175,4394
ERMO,4205191,4395
ERVAL VELHO,4205209,4396
FAXINAL DOS GUEDES,4205308,4397
FLOR DO SERTÃO,4205357,4398
FLORIANÓPOLIS,4205407,4399
FORMOSA DO SUL,4205431,4400
FORQUILHINHA,4205456,4401
FRAIBURGO,4205506,4402
FREI ROGÉRIO,4205555,4403
GALVÃO,4205605,4404
GAROPABA,4205704,4405
GARUVA,4205803,4406
GASPAR,4205902,4407
GOVERNADOR CELSO RAMOS,4206009,4408
GRÃO PARÁ,4206108,4409
GRAVATAL,4206207,4410
GUABIRUBA,4206306,4411
GUARACIABA,4206405,4412
GUARAMIRIM,4206504,4413
GUARUJÁ DO SUL,4206603,4414
GUATAMBÚ,4206652,4415
HERVAL D'OESTE,4206702,4416
IBIAM,4206751,4417
IBICARÉ,4206801,4418
IBIRAMA,4206900,4419
IÇARA,4207007,4420
ILHOTA,4207106,4421
IMARUÍ,4207205,4422
IMBITUBA,4207304,4423
IMBUIA,4207403,4424
INDAIAL,4207502,4425
IOMERÊ,4207577,4426
IPIRA,4207601,4427
IPORÃ DO OESTE,4207650,4428
IPUAÇU,4207684,4429
IPUMIRIM,4207700,4430
IRACEMINHA,4207759,4431
IRANI,4207809,4432
IRATI,4207858,4433
IRINEÓPOLIS,4207908,4434
ITÁ,4208005,4435
ITAIÓPOLIS,4208104,4436
ITAJAÍ,4208203,4437
ITAPEMA,4208302,4438
ITAPIRANGA,4208401,4439
ITAPOÁ,4208450,4440
ITUPORANGA,4208500,4441
JABORÁ,4208609,4442
JACINTO MACHADO,4208708,4443
JAGUARUNA,4208807,4444
JARAGUÁ DO SUL,4208906,4445
JARDINÓPOLIS,4208955,4446
JOAÇABA,4209003,4447
JOINVILLE,4209102,4448
JOSÉ BOITEUX,4209151,4449
JUPIÁ,4209177,4450
LACERDÓPOLIS,4209201,4451
LAGES,4209300,4452
LAGUNA,4209409,4453
LAJEADO GRANDE,4209458,4454
LAURENTINO,4209508,4455
LAURO MÜLLER,4209607,4456
LEBON RÉGIS,4209706,4457
LEOBERTO LEAL,4209805,4458
LINDÓIA DO SUL,4209854,4459
LONTRAS,4209904,4460
LUIZ ALVES,4210001,4461
LUZERNA,4210035,4462
MACIEIRA,4210050,4463
MAFRA,4210100,4464
MAJOR GERCINO,4210209,4465
MAJOR VIEIRA,4210308,4466
MARACAJÁ,4210407,4467
MARAVILHA,4210506,4468
MAREMA,4210555,4469
MASSARANDUBA,4210605,4470
MATOS COSTA,4210704,4471
MELEIRO,4210803,4472
MIRIM DOCE,4210852,4473
MODELO,4210902,4474
MONDAÍ,4211009,4475
MONTE CARLO,4211058,4476
MONTE CASTELO,4211108,4477
MORRO DA FUMAÇA,4211207,4478
MORRO GRANDE,4211256,4479
NAVEGANTES,4211306,4480
NOVA ERECHIM,4211405,4481
NOVA ITABERABA,4211454,4482
NOVA TRENTO,4211504,4483
NOVA VENEZA,4211603,4484
NOVO HORIZONTE,4211652,4485
ORLEANS,4211702,4486
OTACÍLIO COSTA,4211751,4487
OURO,4211801,4488
OURO VERDE,4211850,4489
PAIAL,4211876,4490
PAINEL,4211892,4491
PALHOÇA,4211900,4492
PALMA SOLA,4212007,4493
PALMEIRA,4212056,4494
PALMITOS,4212106,4495
PAPANDUVA,4212205,4496
PARAÍSO,4212239,4497
PASSO DE TORRES,4212254,4498
PASSOS MAIA,4212270,4499
PAULO LOPES,4212304,4500
PEDRAS GRANDES,4212403,4501
PENHA,4212502,4502
PERITIBA,4212601,4503
PESCARIA BRAVA,4212650,4504
PETROLÂNDIA,4212700,4505
BALNEÁRIO PIÇARRAS,4212809,4506
PINHALZINHO,4212908,4507
PINHEIRO PRETO,4213005,4508
PIRATUBA,4213104,4509
PLANALTO ALEGRE,4213153,4510
POMERODE,4213203,4511
PONTE ALTA,4213302,4512
PONTE ALTA DO NORTE,4213351,4513
PONTE SERRADA,4213401,4514
PORTO BELO,4213500,4515
PORTO UNIÃO,4213609,4516
POUSO REDONDO,4213708,4517
PRAIA GRANDE,4213807,4518
PRESIDENTE CASTELLO BRANCO,4213906,4519
PRESIDENTE GETÚLIO,4214003,4520
PRESIDENTE NEREU,4214102,4521
PRINCESA,4214151,4522
QUILOMBO,4214201,4523
RANCHO QUEIMADO,4214300,4524
RIO DAS ANTAS,4214409,4525
RIO DO CAMPO,4214508,4526
RIO DO OESTE,4214607,4527
RIO DOS CEDROS,4214706,4528
RIO DO SUL,4214805,4529
RIO FORTUNA,4214904,4530
RIO NEGRINHO,4215000,4531
RIO RUFINO,4215059,4532
RIQUEZA,4215075,4533
RODEIO,4215109,4534
ROMELÂNDIA,4215208,4535
SALETE,4215307,4536
SALTINHO,4215356,4537
SALTO VELOSO,4215406,4538
SANGÃO,4215455,4539
SANTA CECÍLIA,4215505,4540
SANTA HELENA,4215554,4541
SANTA ROSA DE LIMA,4215604,4542
SANTA ROSA DO SUL,4215653,4543
SANTA TEREZINHA,4215679,4544
SANTA TEREZINHA DO PROGRESSO,4215687,4545
SANTIAGO DO SUL,4215695,4546
SANTO AMARO DA IMPERATRIZ,4215703,4547
SÃO BERNARDINO,4215752,4548
SÃO BENTO DO SUL,4215802,4549
SÃO BONIFÁCIO,4215901,4550
SÃO CARLOS,4216008,4551
SÃO CRISTÓVÃO DO SUL,4216057,4552
SÃO DOMINGOS,4216107,4553
SÃO FRANCISCO DO SUL,4216206,4554
SÃO JOÃO DO OESTE,4216255,4555
SÃO JOÃO BATISTA,4216305,4556
SÃO JOÃO DO ITAPERIÚ,4216354,4557
SÃO JOÃO DO SUL,4216404,4558
SÃO JOAQUIM,4216503,4559
SÃO JOSÉ,4216602,4560
SÃO JOSÉ DO CEDRO,4216701,4561
SÃO JOSÉ DO CERRITO,4216800,4562
SÃO LOURENÇO DO OESTE,4216909,4563
SÃO LUDGERO,4217006,4564
SÃO MARTINHO,4217105,4565
SÃO MIGUEL DA BOA VISTA,4217154,4566
SÃO MIGUEL DO OESTE,4217204,4567
SÃO PEDRO DE ALCÂNTARA,4217253,4568
SAUDADES,4217303,4569
SCHROEDER,4217402,4570
SEARA,4217501,4571
SERRA ALTA,4217550,4572
SIDERÓPOLIS,4217600,4573
SOMBRIO,4217709,4574
SUL BRASIL,4217758,4575
TAIÓ,4217808,4576
TANGARÁ,4217907,4577
TIGRINHOS,4217956,4578
TIJUCAS,4218004,4579
TIMBÉ DO SUL,4218103,4580
TIMBÓ,4218202,4581
TIMBÓ GRANDE,4218251,4582
TRÊS BARRAS,4218301,4583
TREVISO,4218350,4584
TREZE DE MAIO,4218400,4585
TREZE TÍLIAS,4218509,4586
TROMBUDO CENTRAL,4218608,4587
TUBARÃO,4218707,4588
TUNÁPOLIS,4218756,4589
TURVO,4218806,4590
UNIÃO DO OESTE,4218855,4591
URUBICI,4218905,4592
URUPEMA,4218954,4593
URUSSANGA,4219002,4594
VARGEÃO,4219101,4595
VARGEM,4219150,4596
VARGEM BONITA,4219176,4597
VIDAL RAMOS,4219200,4598
VIDEIRA,4219309,4599
VITOR MEIRELES,4219358,4600
WITMARSUM,4219408,4601
XANXERÊ,4219507,4602
XAVANTINA,4219606,4603
XAXIM,4219705,4604
ZORTÉA,4219853,4605
BALNEÁRIO RINCÃO,4220000,4606
LAGOA MIRIM,4300001,4607
LAGOA DOS PATOS,4300002,4608
ACEGUÁ,4300034,4609
ÁGUA SANTA,4300059,4610
AGUDO,4300109,4611
AJURICABA,4300208,4612
ALECRIM,4300307,4613
ALEGRETE,4300406,4614
ALEGRIA,4300455,4615
ALMIRANTE TAMANDARÉ DO SUL,4300471,4616
ALPESTRE,4300505,4617
ALTO ALEGRE,4300554,4618
ALTO FELIZ,4300570,4619
ALVORADA,4300604,4620
AMARAL FERRADOR,4300638,4621
AMETISTA DO SUL,4300646,4622
ANDRÉ DA ROCHA,4300661,4623
ANTA GORDA,4300703,4624
ANTÔNIO PRADO,4300802,4625
ARAMBARÉ,4300851,4626
ARARICÁ,4300877,4627
ARATIBA,4300901,4628
ARROIO DO MEIO,4301008,4629
ARROIO DO SAL,4301057,4630
ARROIO DO PADRE,4301073,4631
ARROIO DOS RATOS,4301107,4632
ARROIO DO TIGRE,4301206,4633
ARROIO GRANDE,4301305,4634
ARVOREZINHA,4301404,4635
AUGUSTO PESTANA,4301503,4636
ÁUREA,4301552,4637
BAGÉ,4301602,4638
BALNEÁRIO PINHAL,4301636,4639
BARÃO,4301651,4640
BARÃO DE COTEGIPE,4301701,4641
BARÃO DO TRIUNFO,4301750,4642
BARRACÃO,4301800,4643
BARRA DO GUARITA,4301859,4644
BARRA DO QUARAÍ,4301875,4645
BARRA DO RIBEIRO,4301909,4646
BARRA DO RIO AZUL,4301925,4647
BARRA FUNDA,4301958,4648
BARROS CASSAL,4302006,4649
BENJAMIN CONSTANT DO SUL,4302055,4650
BENTO GONÇALVES,4302105,4651
BOA VISTA DAS MISSÕES,4302154,4652
BOA VISTA DO BURICÁ,4302204,4653
BOA VISTA DO CADEADO,4302220,4654
BOA VISTA DO INCRA,4302238,4655
BOA VISTA DO SUL,4302253,4656
BOM JESUS,4302303,4657
BOM PRINCÍPIO,4302352,4658
BOM PROGRESSO,4302378,4659
BOM RETIRO DO SUL,4302402,4660
BOQUEIRÃO DO LEÃO,4302451,4661
BOSSOROCA,4302501,4662
BOZANO,4302584,4663
BRAGA,4302600,4664
BROCHIER,4302659,4665
BUTIÁ,4302709,4666
CAÇAPAVA DO SUL,4302808,4667
CACEQUI,4302907,4668
CACHOEIRA DO SUL,4303004,4669
CACHOEIRINHA,4303103,4670
CACIQUE DOBLE,4303202,4671
CAIBATÉ,4303301,4672
CAIÇARA,4303400,4673
CAMAQUÃ,4303509,4674
CAMARGO,4303558,4675
CAMBARÁ DO SUL,4303608,4676
CAMPESTRE DA SERRA,4303673,4677
CAMPINA DAS MISSÕES,4303707,4678
CAMPINAS DO SUL,4303806,4679
CAMPO BOM,4303905,4680
CAMPO NOVO,4304002,4681
CAMPOS BORGES,4304101,4682
CANDELÁRIA,4304200,4683
CÂNDIDO GODÓI,4304309,4684
CANDIOTA,4304358,4685
CANELA,4304408,4686
CANGUÇU,4304507,4687
CANOAS,4304606,4688
CANUDOS DO VALE,4304614,4689
CAPÃO BONITO DO SUL,4304622,4690
CAPÃO DA CANOA,4304630,4691
CAPÃO DO CIPÓ,4304655,4692
CAPÃO DO LEÃO,4304663,4693
CAPIVARI DO SUL,4304671,4694
CAPELA DE SANTANA,4304689,4695
CAPITÃO,4304697,4696
CARAZINHO,4304705,4697
CARAÁ,4304713,4698
CARLOS BARBOSA,4304804,4699
CARLOS GOMES,4304853,4700
CASCA,4304903,4701
CASEIROS,4304952,4702
CATUÍPE,4305009,4703
CAXIAS DO SUL,4305108,4704
CENTENÁRIO,4305116,4705
CERRITO,4305124,4706
CERRO BRANCO,4305132,4707
CERRO GRANDE,4305157,4708
CERRO GRANDE DO SUL,4305173,4709
CERRO LARGO,4305207,4710
CHAPADA,4305306,4711
CHARQUEADAS,4305355,4712
CHARRUA,4305371,4713
CHIAPETTA,4305405,4714
CHUÍ,4305439,4715
CHUVISCA,4305447,4716
CIDREIRA,4305454,4717
CIRÍACO,4305504,4718
COLINAS,4305587,4719
COLORADO,4305603,4720
CONDOR,4305702,4721
CONSTANTINA,4305801,4722
COQUEIRO BAIXO,4305835,4723
COQUEIROS DO SUL,4305850,4724
CORONEL BARROS,4305871,4725
CORONEL BICACO,4305900,4726
CORONEL PILAR,4305934,4727
COTIPORÃ,4305959,4728
COXILHA,4305975,4729
CRISSIUMAL,4306007,4730
CRISTAL,4306056,4731
