NM_MUNICIP,CD_GEOCMU,CONT
OROBÓ,2609709,1577
OROCÓ,2609808,1578
OURICURI,2609907,1579
PALMARES,2610004,1580
PALMEIRINA,2610103,1581
PANELAS,2610202,1582
PARANATAMA,2610301,1583
PARNAMIRIM,2610400,1584
PASSIRA,2610509,1585
PAUDALHO,2610608,1586
PAULISTA,2610707,1587
PEDRA,2610806,1588
PESQUEIRA,2610905,1589
PETROLÂNDIA,2611002,1590
PETROLINA,2611101,1591
POÇÃO,2611200,1592
POMBOS,2611309,1593
PRIMAVERA,2611408,1594
QUIPAPÁ,2611507,1595
QUIXABA,2611533,1596
RECIFE,2611606,1597
RIACHO DAS ALMAS,2611705,1598
RIBEIRÃO,2611804,1599
RIO FORMOSO,2611903,1600
SAIRÉ,2612000,1601
SALGADINHO,2612109,1602
SALGUEIRO,2612208,1603
SALOÁ,2612307,1604
SANHARÓ,2612406,1605
SANTA CRUZ,2612455,1606
SANTA CRUZ DA BAIXA VERDE,2612471,1607
SANTA CRUZ DO CAPIBARIBE,2612505,1608
SANTA FILOMENA,2612554,1609
SANTA MARIA DA BOA VISTA,2612604,1610
SANTA MARIA DO CAMBUCÁ,2612703,1611
SANTA TEREZINHA,2612802,1612
SÃO BENEDITO DO SUL,2612901,1613
SÃO BENTO DO UNA,2613008,1614
SÃO CAITANO,2613107,1615
SÃO JOÃO,2613206,1616
SÃO JOAQUIM DO MONTE,2613305,1617
SÃO JOSÉ DA COROA GRANDE,2613404,1618
SÃO JOSÉ DO BELMONTE,2613503,1619
SÃO JOSÉ DO EGITO,2613602,1620
SÃO LOURENÇO DA MATA,2613701,1621
SÃO VICENTE FÉRRER,2613800,1622
SERRA TALHADA,2613909,1623
SERRITA,2614006,1624
SERTÂNIA,2614105,1625
SIRINHAÉM,2614204,1626
MOREILÂNDIA,2614303,1627
SOLIDÃO,2614402,1628
SURUBIM,2614501,1629
TABIRA,2614600,1630
TACAIMBÓ,2614709,1631
TACARATU,2614808,1632
TAMANDARÉ,2614857,1633
TAQUARITINGA DO NORTE,2615003,1634
TEREZINHA,2615102,1635
TERRA NOVA,2615201,1636
TIMBAÚBA,2615300,1637
TORITAMA,2615409,1638
TRACUNHAÉM,2615508,1639
TRINDADE,2615607,1640
TRIUNFO,2615706,1641
TUPANATINGA,2615805,1642
TUPARETAMA,2615904,1643
VENTUROSA,2616001,1644
VERDEJANTE,2616100,1645
VERTENTE DO LÉRIO,2616183,1646
VERTENTES,2616209,1647
VICÊNCIA,2616308,1648
VITÓRIA DE SANTO ANTÃO,2616407,1649
XEXÉU,2616506,1650
ÁGUA BRANCA,2700102,1651
ANADIA,2700201,1652
ARAPIRACA,2700300,1653
ATALAIA,2700409,1654
BARRA DE SANTO ANTÔNIO,2700508,1655
BARRA DE SÃO MIGUEL,2700607,1656
BATALHA,2700706,1657
BELÉM,2700805,1658
BELO MONTE,2700904,1659
BOCA DA MATA,2701001,1660
BRANQUINHA,2701100,1661
CACIMBINHAS,2701209,1662
CAJUEIRO,2701308,1663
CAMPESTRE,2701357,1664
CAMPO ALEGRE,2701407,1665
CAMPO GRANDE,2701506,1666
CANAPI,2701605,1667
CAPELA,2701704,1668
CARNEIROS,2701803,1669
CHÃ PRETA,2701902,1670
COITÉ DO NÓIA,2702009,1671
COLÔNIA LEOPOLDINA,2702108,1672
COQUEIRO SECO,2702207,1673
CORURIPE,2702306,1674
CRAÍBAS,2702355,1675
DELMIRO GOUVEIA,2702405,1676
DOIS RIACHOS,2702504,1677
ESTRELA DE ALAGOAS,2702553,1678
FEIRA GRANDE,2702603,1679
FELIZ DESERTO,2702702,1680
FLEXEIRAS,2702801,1681
GIRAU DO PONCIANO,2702900,1682
IBATEGUARA,2703007,1683
IGACI,2703106,1684
IGREJA NOVA,2703205,1685
INHAPI,2703304,1686
JACARÉ DOS HOMENS,2703403,1687
JACUÍPE,2703502,1688
JAPARATINGA,2703601,1689
JARAMATAIA,2703700,1690
JEQUIÁ DA PRAIA,2703759,1691
JOAQUIM GOMES,2703809,1692
JUNDIÁ,2703908,1693
JUNQUEIRO,2704005,1694
LAGOA DA CANOA,2704104,1695
LIMOEIRO DE ANADIA,2704203,1696
MACEIÓ,2704302,1697
MAJOR ISIDORO,2704401,1698
MARAGOGI,2704500,1699
MARAVILHA,2704609,1700
MARECHAL DEODORO,2704708,1701
MARIBONDO,2704807,1702
MAR VERMELHO,2704906,1703
MATA GRANDE,2705002,1704
MATRIZ DE CAMARAGIBE,2705101,1705
MESSIAS,2705200,1706
MINADOR DO NEGRÃO,2705309,1707
MONTEIRÓPOLIS,2705408,1708
MURICI,2705507,1709
NOVO LINO,2705606,1710
OLHO D'ÁGUA DAS FLORES,2705705,1711
OLHO D'ÁGUA DO CASADO,2705804,1712
OLHO D'ÁGUA GRANDE,2705903,1713
OLIVENÇA,2706000,1714
OURO BRANCO,2706109,1715
PALESTINA,2706208,1716
PALMEIRA DOS ÍNDIOS,2706307,1717
PÃO DE AÇÚCAR,2706406,1718
PARICONHA,2706422,1719
PARIPUEIRA,2706448,1720
PASSO DE CAMARAGIBE,2706505,1721
PAULO JACINTO,2706604,1722
PENEDO,2706703,1723
PIAÇABUÇU,2706802,1724
PILAR,2706901,1725
PINDOBA,2707008,1726
PIRANHAS,2707107,1727
POÇO DAS TRINCHEIRAS,2707206,1728
PORTO CALVO,2707305,1729
PORTO DE PEDRAS,2707404,1730
PORTO REAL DO COLÉGIO,2707503,1731
QUEBRANGULO,2707602,1732
RIO LARGO,2707701,1733
ROTEIRO,2707800,1734
SANTA LUZIA DO NORTE,2707909,1735
SANTANA DO IPANEMA,2708006,1736
SANTANA DO MUNDAÚ,2708105,1737
SÃO BRÁS,2708204,1738
SÃO JOSÉ DA LAJE,2708303,1739
SÃO JOSÉ DA TAPERA,2708402,1740
SÃO LUÍS DO QUITUNDE,2708501,1741
SÃO MIGUEL DOS CAMPOS,2708600,1742
SÃO MIGUEL DOS MILAGRES,2708709,1743
SÃO SEBASTIÃO,2708808,1744
SATUBA,2708907,1745
SENADOR RUI PALMEIRA,2708956,1746
TANQUE D'ARCA,2709004,1747
TAQUARANA,2709103,1748
TEOTÔNIO VILELA,2709152,1749
TRAIPU,2709202,1750
UNIÃO DOS PALMARES,2709301,1751
VIÇOSA,2709400,1752
AMPARO DE SÃO FRANCISCO,2800100,1753
AQUIDABÃ,2800209,1754
ARACAJU,2800308,1755
ARAUÁ,2800407,1756
AREIA BRANCA,2800506,1757
BARRA DOS COQUEIROS,2800605,1758
BOQUIM,2800670,1759
BREJO GRANDE,2800704,1760
CAMPO DO BRITO,2801009,1761
CANHOBA,2801108,1762
CANINDÉ DE SÃO FRANCISCO,2801207,1763
CAPELA,2801306,1764
CARIRA,2801405,1765
CARMÓPOLIS,2801504,1766
CEDRO DE SÃO JOÃO,2801603,1767
CRISTINÁPOLIS,2801702,1768
CUMBE,2801900,1769
DIVINA PASTORA,2802007,1770
ESTÂNCIA,2802106,1771
FEIRA NOVA,2802205,1772
FREI PAULO,2802304,1773
GARARU,2802403,1774
GENERAL MAYNARD,2802502,1775
GRACHO CARDOSO,2802601,1776
ILHA DAS FLORES,2802700,1777
INDIAROBA,2802809,1778
ITABAIANA,2802908,1779
ITABAIANINHA,2803005,1780
ITABI,2803104,1781
ITAPORANGA D'AJUDA,2803203,1782
JAPARATUBA,2803302,1783
JAPOATÃ,2803401,1784
LAGARTO,2803500,1785
LARANJEIRAS,2803609,1786
MACAMBIRA,2803708,1787
MALHADA DOS BOIS,2803807,1788
MALHADOR,2803906,1789
MARUIM,2804003,1790
MOITA BONITA,2804102,1791
MONTE ALEGRE DE SERGIPE,2804201,1792
MURIBECA,2804300,1793
NEÓPOLIS,2804409,1794
NOSSA SENHORA APARECIDA,2804458,1795
NOSSA SENHORA DA GLÓRIA,2804508,1796
NOSSA SENHORA DAS DORES,2804607,1797
NOSSA SENHORA DE LOURDES,2804706,1798
NOSSA SENHORA DO SOCORRO,2804805,1799
PACATUBA,2804904,1800
PEDRA MOLE,2805000,1801
PEDRINHAS,2805109,1802
PINHÃO,2805208,1803
PIRAMBU,2805307,1804
POÇO REDONDO,2805406,1805
POÇO VERDE,2805505,1806
PORTO DA FOLHA,2805604,1807
PROPRIÁ,2805703,1808
RIACHÃO DO DANTAS,2805802,1809
RIACHUELO,2805901,1810
RIBEIRÓPOLIS,2806008,1811
ROSÁRIO DO CATETE,2806107,1812
SALGADO,2806206,1813
SANTA LUZIA DO ITANHY,2806305,1814
SANTANA DO SÃO FRANCISCO,2806404,1815
SANTA ROSA DE LIMA,2806503,1816
SANTO AMARO DAS BROTAS,2806602,1817
SÃO CRISTÓVÃO,2806701,1818
SÃO DOMINGOS,2806800,1819
SÃO FRANCISCO,2806909,1820
SÃO MIGUEL DO ALEIXO,2807006,1821
SIMÃO DIAS,2807105,1822
SIRIRI,2807204,1823
TELHA,2807303,1824
TOBIAS BARRETO,2807402,1825
TOMAR DO GERU,2807501,1826
UMBAÚBA,2807600,1827
ABAÍRA,2900108,1828
ABARÉ,2900207,1829
ACAJUTIBA,2900306,1830
ADUSTINA,2900355,1831
ÁGUA FRIA,2900405,1832
ÉRICO CARDOSO,2900504,1833
AIQUARA,2900603,1834
ALAGOINHAS,2900702,1835
ALCOBAÇA,2900801,1836
ALMADINA,2900900,1837
AMARGOSA,2901007,1838
AMÉLIA RODRIGUES,2901106,1839
AMÉRICA DOURADA,2901155,1840
ANAGÉ,2901205,1841
ANDARAÍ,2901304,1842
ANDORINHA,2901353,1843
ANGICAL,2901403,1844
ANGUERA,2901502,1845
ANTAS,2901601,1846
ANTÔNIO CARDOSO,2901700,1847
ANTÔNIO GONÇALVES,2901809,1848
APORÁ,2901908,1849
APUAREMA,2901957,1850
ARACATU,2902005,1851
ARAÇÁS,2902054,1852
ARACI,2902104,1853
ARAMARI,2902203,1854
ARATACA,2902252,1855
ARATUÍPE,2902302,1856
AURELINO LEAL,2902401,1857
BAIANÓPOLIS,2902500,1858
BAIXA GRANDE,2902609,1859
BANZAÊ,2902658,1860
BARRA,2902708,1861
BARRA DA ESTIVA,2902807,1862
BARRA DO CHOÇA,2902906,1863
BARRA DO MENDES,2903003,1864
BARRA DO ROCHA,2903102,1865
BARREIRAS,2903201,1866
BARRO ALTO,2903235,1867
BARROCAS,2903276,1868
BARRO PRETO,2903300,1869
BELMONTE,2903409,1870
BELO CAMPO,2903508,1871
BIRITINGA,2903607,1872
BOA NOVA,2903706,1873
BOA VISTA DO TUPIM,2903805,1874
BOM JESUS DA LAPA,2903904,1875
BOM JESUS DA SERRA,2903953,1876
BONINAL,2904001,1877
BONITO,2904050,1878
BOQUIRA,2904100,1879
BOTUPORÃ,2904209,1880
BREJÕES,2904308,1881
BREJOLÂNDIA,2904407,1882
BROTAS DE MACAÚBAS,2904506,1883
BRUMADO,2904605,1884
BUERAREMA,2904704,1885
BURITIRAMA,2904753,1886
CAATIBA,2904803,1887
CABACEIRAS DO PARAGUAÇU,2904852,1888
CACHOEIRA,2904902,1889
CACULÉ,2905008,1890
CAÉM,2905107,1891
CAETANOS,2905156,1892
CAETITÉ,2905206,1893
CAFARNAUM,2905305,1894
CAIRU,2905404,1895
CALDEIRÃO GRANDE,2905503,1896
CAMACAN,2905602,1897
CAMAÇARI,2905701,1898
CAMAMU,2905800,1899
CAMPO ALEGRE DE LOURDES,2905909,1900
CAMPO FORMOSO,2906006,1901
CANÁPOLIS,2906105,1902
CANARANA,2906204,1903
CANAVIEIRAS,2906303,1904
CANDEAL,2906402,1905
CANDEIAS,2906501,1906
CANDIBA,2906600,1907
CÂNDIDO SALES,2906709,1908
CANSANÇÃO,2906808,1909
CANUDOS,2906824,1910
CAPELA DO ALTO ALEGRE,2906857,1911
CAPIM GROSSO,2906873,1912
CARAÍBAS,2906899,1913
CARAVELAS,2906907,1914
CARDEAL DA SILVA,2907004,1915
CARINHANHA,2907103,1916
CASA NOVA,2907202,1917
CASTRO ALVES,2907301,1918
CATOLÂNDIA,2907400,1919
CATU,2907509,1920
CATURAMA,2907558,1921
CENTRAL,2907608,1922
CHORROCHÓ,2907707,1923
CÍCERO DANTAS,2907806,1924
CIPÓ,2907905,1925
COARACI,2908002,1926
COCOS,2908101,1927
CONCEIÇÃO DA FEIRA,2908200,1928
CONCEIÇÃO DO ALMEIDA,2908309,1929
CONCEIÇÃO DO COITÉ,2908408,1930
CONCEIÇÃO DO JACUÍPE,2908507,1931
CONDE,2908606,1932
CONDEÚBA,2908705,1933
CONTENDAS DO SINCORÁ,2908804,1934
CORAÇÃO DE MARIA,2908903,1935
CORDEIROS,2909000,1936
CORIBE,2909109,1937
CORONEL JOÃO SÁ,2909208,1938
CORRENTINA,2909307,1939
COTEGIPE,2909406,1940
CRAVOLÂNDIA,2909505,1941
CRISÓPOLIS,2909604,1942
CRISTÓPOLIS,2909703,1943
CRUZ DAS ALMAS,2909802,1944
CURAÇÁ,2909901,1945
DÁRIO MEIRA,2910008,1946
DIAS D'ÁVILA,2910057,1947
DOM BASÍLIO,2910107,1948
DOM MACEDO COSTA,2910206,1949
ELÍSIO MEDRADO,2910305,1950
ENCRUZILHADA,2910404,1951
ENTRE RIOS,2910503,1952
ESPLANADA,2910602,1953
EUCLIDES DA CUNHA,2910701,1954
EUNÁPOLIS,2910727,1955
FÁTIMA,2910750,1956
FEIRA DA MATA,2910776,1957
FEIRA DE SANTANA,2910800,1958
FILADÉLFIA,2910859,1959
FIRMINO ALVES,2910909,1960
FLORESTA AZUL,2911006,1961
FORMOSA DO RIO PRETO,2911105,1962
GANDU,2911204,1963
GAVIÃO,2911253,1964
GENTIO DO OURO,2911303,1965
GLÓRIA,2911402,1966
GONGOGI,2911501,1967
GOVERNADOR MANGABEIRA,2911600,1968
GUAJERU,2911659,1969
GUANAMBI,2911709,1970
GUARATINGA,2911808,1971
HELIÓPOLIS,2911857,1972
IAÇU,2911907,1973
IBIASSUCÊ,2912004,1974
IBICARAÍ,2912103,1975
IBICOARA,2912202,1976
IBICUÍ,2912301,1977
IBIPEBA,2912400,1978
IBIPITANGA,2912509,1979
IBIQUERA,2912608,1980
IBIRAPITANGA,2912707,1981
IBIRAPUÃ,2912806,1982
IBIRATAIA,2912905,1983
IBITIARA,2913002,1984
IBITITÁ,2913101,1985
IBOTIRAMA,2913200,1986
ICHU,2913309,1987
IGAPORÃ,2913408,1988
IGRAPIÚNA,2913457,1989
IGUAÍ,2913507,1990
ILHÉUS,2913606,1991
INHAMBUPE,2913705,1992
IPECAETÁ,2913804,1993
IPIAÚ,2913903,1994
IPIRÁ,2914000,1995
IPUPIARA,2914109,1996
IRAJUBA,2914208,1997
IRAMAIA,2914307,1998
IRAQUARA,2914406,1999
IRARÁ,2914505,2000
IRECÊ,2914604,2001
ITABELA,2914653,2002
ITABERABA,2914703,2003
ITABUNA,2914802,2004
ITACARÉ,2914901,2005
ITAETÉ,2915007,2006
ITAGI,2915106,2007
ITAGIBÁ,2915205,2008
ITAGIMIRIM,2915304,2009
ITAGUAÇU DA BAHIA,2915353,2010
ITAJU DO COLÔNIA,2915403,2011
ITAJUÍPE,2915502,2012
ITAMARAJU,2915601,2013
ITAMARI,2915700,2014
ITAMBÉ,2915809,2015
ITANAGRA,2915908,2016
ITANHÉM,2916005,2017
ITAPARICA,2916104,2018
ITAPÉ,2916203,2019
ITAPEBI,2916302,2020
ITAPETINGA,2916401,2021
ITAPICURU,2916500,2022
ITAPITANGA,2916609,2023
ITAQUARA,2916708,2024
ITARANTIM,2916807,2025
ITATIM,2916856,2026
ITIRUÇU,2916906,2027
ITIÚBA,2917003,2028
ITORORÓ,2917102,2029
ITUAÇU,2917201,2030
ITUBERÁ,2917300,2031
IUIU,2917334,2032
JABORANDI,2917359,2033
JACARACI,2917409,2034
JACOBINA,2917508,2035
JAGUAQUARA,2917607,2036
JAGUARARI,2917706,2037
JAGUARIPE,2917805,2038
JANDAÍRA,2917904,2039
JEQUIÉ,2918001,2040
JEREMOABO,2918100,2041
JIQUIRIÇÁ,2918209,2042
JITAÚNA,2918308,2043
JOÃO DOURADO,2918357,2044
JUAZEIRO,2918407,2045
JUCURUÇU,2918456,2046
JUSSARA,2918506,2047
JUSSARI,2918555,2048
JUSSIAPE,2918605,2049
LAFAIETE COUTINHO,2918704,2050
LAGOA REAL,2918753,2051
LAJE,2918803,2052
LAJEDÃO,2918902,2053
LAJEDINHO,2919009,2054
LAJEDO DO TABOCAL,2919058,2055
LAMARÃO,2919108,2056
LAPÃO,2919157,2057
LAURO DE FREITAS,2919207,2058
LENÇÓIS,2919306,2059
LICÍNIO DE ALMEIDA,2919405,2060
LIVRAMENTO DE NOSSA SENHORA,2919504,2061
LUÍS EDUARDO MAGALHÃES,2919553,2062
MACAJUBA,2919603,2063
MACARANI,2919702,2064
MACAÚBAS,2919801,2065
MACURURÉ,2919900,2066
MADRE DE DEUS,2919926,2067
MAETINGA,2919959,2068
MAIQUINIQUE,2920007,2069
MAIRI,2920106,2070
MALHADA,2920205,2071
MALHADA DE PEDRAS,2920304,2072
MANOEL VITORINO,2920403,2073
MANSIDÃO,2920452,2074
MARACÁS,2920502,2075
MARAGOGIPE,2920601,2076
MARAÚ,2920700,2077
MARCIONÍLIO SOUZA,2920809,2078
MASCOTE,2920908,2079
MATA DE SÃO JOÃO,2921005,2080
MATINA,2921054,2081
MEDEIROS NETO,2921104,2082
MIGUEL CALMON,2921203,2083
MILAGRES,2921302,2084
MIRANGABA,2921401,2085
MIRANTE,2921450,2086
MONTE SANTO,2921500,2087
MORPARÁ,2921609,2088
MORRO DO CHAPÉU,2921708,2089
MORTUGABA,2921807,2090
MUCUGÊ,2921906,2091
MUCURI,2922003,2092
MULUNGU DO MORRO,2922052,2093
MUNDO NOVO,2922102,2094
MUNIZ FERREIRA,2922201,2095
MUQUÉM DO SÃO FRANCISCO,2922250,2096
MURITIBA,2922300,2097
MUTUÍPE,2922409,2098
NAZARÉ,2922508,2099
NILO PEÇANHA,2922607,2100
NORDESTINA,2922656,2101
NOVA CANAÃ,2922706,2102
NOVA FÁTIMA,2922730,2103
NOVA IBIÁ,2922755,2104
NOVA ITARANA,2922805,2105
NOVA REDENÇÃO,2922854,2106
NOVA SOURE,2922904,2107
NOVA VIÇOSA,2923001,2108
NOVO HORIZONTE,2923035,2109
NOVO TRIUNFO,2923050,2110
OLINDINA,2923100,2111
OLIVEIRA DOS BREJINHOS,2923209,2112
OURIÇANGAS,2923308,2113
OUROLÂNDIA,2923357,2114
PALMAS DE MONTE ALTO,2923407,2115
PALMEIRAS,2923506,2116
PARAMIRIM,2923605,2117
PARATINGA,2923704,2118
PARIPIRANGA,2923803,2119
PAU BRASIL,2923902,2120
PAULO AFONSO,2924009,2121
PÉ DE SERRA,2924058,2122
PEDRÃO,2924108,2123
PEDRO ALEXANDRE,2924207,2124
PIATÃ,2924306,2125
PILÃO ARCADO,2924405,2126
PINDAÍ,2924504,2127
PINDOBAÇU,2924603,2128
PINTADAS,2924652,2129
PIRAÍ DO NORTE,2924678,2130
PIRIPÁ,2924702,2131
PIRITIBA,2924801,2132
PLANALTINO,2924900,2133
PLANALTO,2925006,2134
POÇÕES,2925105,2135
POJUCA,2925204,2136
PONTO NOVO,2925253,2137
PORTO SEGURO,2925303,2138
POTIRAGUÁ,2925402,2139
PRADO,2925501,2140
PRESIDENTE DUTRA,2925600,2141
PRESIDENTE JÂNIO QUADROS,2925709,2142
PRESIDENTE TANCREDO NEVES,2925758,2143
QUEIMADAS,2925808,2144
QUIJINGUE,2925907,2145
QUIXABEIRA,2925931,2146
RAFAEL JAMBEIRO,2925956,2147
REMANSO,2926004,2148
RETIROLÂNDIA,2926103,2149
RIACHÃO DAS NEVES,2926202,2150
RIACHÃO DO JACUÍPE,2926301,2151
RIACHO DE SANTANA,2926400,2152
RIBEIRA DO AMPARO,2926509,2153
RIBEIRA DO POMBAL,2926608,2154
RIBEIRÃO DO LARGO,2926657,2155
RIO DE CONTAS,2926707,2156
RIO DO ANTÔNIO,2926806,2157
RIO DO PIRES,2926905,2158
RIO REAL,2927002,2159
RODELAS,2927101,2160
RUY BARBOSA,2927200,2161
SALINAS DA MARGARIDA,2927309,2162
SALVADOR,2927408,2163
SANTA BÁRBARA,2927507,2164
SANTA BRÍGIDA,2927606,2165
SANTA CRUZ CABRÁLIA,2927705,2166
SANTA CRUZ DA VITÓRIA,2927804,2167
SANTA INÊS,2927903,2168
SANTALUZ,2928000,2169
SANTA LUZIA,2928059,2170
SANTA MARIA DA VITÓRIA,2928109,2171
SANTANA,2928208,2172
SANTANÓPOLIS,2928307,2173
SANTA RITA DE CÁSSIA,2928406,2174
SANTA TEREZINHA,2928505,2175
SANTO AMARO,2928604,2176
SANTO ANTÔNIO DE JESUS,2928703,2177
SANTO ESTÊVÃO,2928802,2178
SÃO DESIDÉRIO,2928901,2179
SÃO DOMINGOS,2928950,2180
SÃO FÉLIX,2929008,2181
SÃO FÉLIX DO CORIBE,2929057,2182
SÃO FELIPE,2929107,2183
SÃO FRANCISCO DO CONDE,2929206,2184
SÃO GABRIEL,2929255,2185
SÃO GONÇALO DOS CAMPOS,2929305,2186
SÃO JOSÉ DA VITÓRIA,2929354,2187
SÃO JOSÉ DO JACUÍPE,2929370,2188
SÃO MIGUEL DAS MATAS,2929404,2189
SÃO SEBASTIÃO DO PASSÉ,2929503,2190
SAPEAÇU,2929602,2191
SÁTIRO DIAS,2929701,2192
SAUBARA,2929750,2193
SAÚDE,2929800,2194
SEABRA,2929909,2195
SEBASTIÃO LARANJEIRAS,2930006,2196
SENHOR DO BONFIM,2930105,2197
SERRA DO RAMALHO,2930154,2198
SENTO SÉ,2930204,2199
SERRA DOURADA,2930303,2200
SERRA PRETA,2930402,2201
SERRINHA,2930501,2202
SERROLÂNDIA,2930600,2203
SIMÕES FILHO,2930709,2204
SÍTIO DO MATO,2930758,2205
SÍTIO DO QUINTO,2930766,2206
SOBRADINHO,2930774,2207
SOUTO SOARES,2930808,2208
TABOCAS DO BREJO VELHO,2930907,2209
TANHAÇU,2931004,2210
TANQUE NOVO,2931053,2211
TANQUINHO,2931103,2212
TAPEROÁ,2931202,2213
TAPIRAMUTÁ,2931301,2214
TEIXEIRA DE FREITAS,2931350,2215
TEODORO SAMPAIO,2931400,2216
TEOFILÂNDIA,2931509,2217
TEOLÂNDIA,2931608,2218
TERRA NOVA,2931707,2219
TREMEDAL,2931806,2220
TUCANO,2931905,2221
UAUÁ,2932002,2222
UBAÍRA,2932101,2223
UBAITABA,2932200,2224
UBATÃ,2932309,2225
UIBAÍ,2932408,2226
UMBURANAS,2932457,2227
UNA,2932507,2228
URANDI,2932606,2229
URUÇUCA,2932705,2230
UTINGA,2932804,2231
VALENÇA,2932903,2232
VALENTE,2933000,2233
VÁRZEA DA ROÇA,2933059,2234
VÁRZEA DO POÇO,2933109,2235
VÁRZEA NOVA,2933158,2236
VARZEDO,2933174,2237
VERA CRUZ,2933208,2238
VEREDA,2933257,2239
VITÓRIA DA CONQUISTA,2933307,2240
WAGNER,2933406,2241
WANDERLEY,2933455,2242
WENCESLAU GUIMARÃES,2933505,2243
XIQUE-XIQUE,2933604,2244
ABADIA DOS DOURADOS,3100104,2245
ABAETÉ,3100203,2246
ABRE CAMPO,3100302,2247
ACAIACA,3100401,2248
AÇUCENA,3100500,2249
ÁGUA BOA,3100609,2250
ÁGUA COMPRIDA,3100708,2251
AGUANIL,3100807,2252
ÁGUAS FORMOSAS,3100906,2253
ÁGUAS VERMELHAS,3101003,2254
AIMORÉS,3101102,2255
AIURUOCA,3101201,2256
ALAGOA,3101300,2257
ALBERTINA,3101409,2258
ALÉM PARAÍBA,3101508,2259
ALFENAS,3101607,2260
ALFREDO VASCONCELOS,3101631,2261
ALMENARA,3101706,2262
ALPERCATA,3101805,2263
ALPINÓPOLIS,3101904,2264
ALTEROSA,3102001,2265
ALTO CAPARAÓ,3102050,2266
ALTO RIO DOCE,3102100,2267
ALVARENGA,3102209,2268
ALVINÓPOLIS,3102308,2269
ALVORADA DE MINAS,3102407,2270
AMPARO DO SERRA,3102506,2271
ANDRADAS,3102605,2272
CACHOEIRA DE PAJEÚ,3102704,2273
ANDRELÂNDIA,3102803,2274
ANGELÂNDIA,3102852,2275
ANTÔNIO CARLOS,3102902,2276
ANTÔNIO DIAS,3103009,2277
ANTÔNIO PRADO DE MINAS,3103108,2278
ARAÇAÍ,3103207,2279
ARACITABA,3103306,2280
ARAÇUAÍ,3103405,2281
ARAGUARI,3103504,2282
ARANTINA,3103603,2283
ARAPONGA,3103702,2284
ARAPORÃ,3103751,2285
ARAPUÁ,3103801,2286
ARAÚJOS,3103900,2287
ARAXÁ,3104007,2288
ARCEBURGO,3104106,2289
ARCOS,3104205,2290
AREADO,3104304,2291
ARGIRITA,3104403,2292
ARICANDUVA,3104452,2293
ARINOS,3104502,2294
ASTOLFO DUTRA,3104601,2295
ATALÉIA,3104700,2296
AUGUSTO DE LIMA,3104809,2297
BAEPENDI,3104908,2298
BALDIM,3105004,2299
BAMBUÍ,3105103,2300
BANDEIRA,3105202,2301
BANDEIRA DO SUL,3105301,2302
BARÃO DE COCAIS,3105400,2303
BARÃO DE MONTE ALTO,3105509,2304
BARBACENA,3105608,2305
BARRA LONGA,3105707,2306
BARROSO,3105905,2307
BELA VISTA DE MINAS,3106002,2308
BELMIRO BRAGA,3106101,2309
BELO HORIZONTE,3106200,2310
BELO ORIENTE,3106309,2311
BELO VALE,3106408,2312
BERILO,3106507,2313
BERTÓPOLIS,3106606,2314
BERIZAL,3106655,2315
BETIM,3106705,2316
BIAS FORTES,3106804,2317
BICAS,3106903,2318
BIQUINHAS,3107000,2319
BOA ESPERANÇA,3107109,2320
BOCAINA DE MINAS,3107208,2321
BOCAIÚVA,3107307,2322
BOM DESPACHO,3107406,2323
BOM JARDIM DE MINAS,3107505,2324
BOM JESUS DA PENHA,3107604,2325
BOM JESUS DO AMPARO,3107703,2326
BOM JESUS DO GALHO,3107802,2327
BOM REPOUSO,3107901,2328
BOM SUCESSO,3108008,2329
BONFIM,3108107,2330
BONFINÓPOLIS DE MINAS,3108206,2331
BONITO DE MINAS,3108255,2332
BORDA DA MATA,3108305,2333
BOTELHOS,3108404,2334
BOTUMIRIM,3108503,2335
BRASILÂNDIA DE MINAS,3108552,2336
BRASÍLIA DE MINAS,3108602,2337
BRÁS PIRES,3108701,2338
BRAÚNAS,3108800,2339
BRAZÓPOLIS,3108909,2340
BRUMADINHO,3109006,2341
BUENO BRANDÃO,3109105,2342
BUENÓPOLIS,3109204,2343
BUGRE,3109253,2344
BURITIS,3109303,2345
BURITIZEIRO,3109402,2346
CABECEIRA GRANDE,3109451,2347
CABO VERDE,3109501,2348
CACHOEIRA DA PRATA,3109600,2349
CACHOEIRA DE MINAS,3109709,2350
CACHOEIRA DOURADA,3109808,2351
CAETANÓPOLIS,3109907,2352
CAETÉ,3110004,2353
CAIANA,3110103,2354
CAJURI,3110202,2355
CALDAS,3110301,2356
CAMACHO,3110400,2357
CAMANDUCAIA,3110509,2358
CAMBUÍ,3110608,2359
CAMBUQUIRA,3110707,2360
CAMPANÁRIO,3110806,2361
CAMPANHA,3110905,2362
CAMPESTRE,3111002,2363
CAMPINA VERDE,3111101,2364
CAMPO AZUL,3111150,2365
CAMPO BELO,3111200,2366
CAMPO DO MEIO,3111309,2367
CAMPO FLORIDO,3111408,2368
CAMPOS ALTOS,3111507,2369
CAMPOS GERAIS,3111606,2370
CANAÃ,3111705,2371
CANÁPOLIS,3111804,2372
CANA VERDE,3111903,2373
CANDEIAS,3112000,2374
CANTAGALO,3112059,2375
CAPARAÓ,3112109,2376
CAPELA NOVA,3112208,2377
CAPELINHA,3112307,2378
CAPETINGA,3112406,2379
